State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population,Service total
Minnesota,Stearns,16574,10.6,0,4,0,0,159788,4
Minnesota,Steele,2622,7.3,0,0,0,0,36710,0
Minnesota,Stevens,808,9.1,1,0,0,0,9770,-1
Minnesota,Swift,854,9.5,0,0,0,0,9329,0
Minnesota,Todd,2974,12.2,0,1,0,0,24603,1
Minnesota,Traverse,361,11.6,0,0,0,0,3282,0
Minnesota,Wabasha,1312,6.1,0,0,0,0,21564,0
Minnesota,Wadena,1501,11.2,0,0,0,0,13681,0
Minnesota,Waseca,1337,7.6,0,0,0,0,18658,0
Minnesota,Washington,11461,4.4,0,3,0,0,259072,3
Minnesota,Watonwan,1032,9.7,0,0,0,0,10903,0
Minnesota,Wilkin,496,8.3,0,0,0,0,6264,0
Minnesota,Winona,5125,11,1,0,0,0,50744,-1
Minnesota,Wright,6393,4.6,0,1,0,0,136387,1
Minnesota,Yellow Medicine,807,8.6,0,0,0,0,9775,0
Mississippi,Adams,7589,27.2,0,0,0,0,31103,0
Mississippi,Alcorn,6127,17,0,1,0,0,37058,1
Mississippi,Amite,2611,21.7,0,0,0,0,12341,0
Mississippi,Attala,3309,18.8,0,0,0,0,18308,0
Mississippi,Benton,1635,19.8,0,0,0,0,8275,0
Mississippi,Bolivar,8059,28.1,0,1,0,0,31253,1
Mississippi,Calhoun,2401,17.1,0,0,0,0,14417,0
Mississippi,Carroll,1457,15.6,0,0,0,0,9972,0
Mississippi,Chickasaw,4068,24.8,0,0,0,0,17060,0
Mississippi,Choctaw,1490,18.7,0,0,0,0,8206,0
Mississippi,Claiborne,2589,34.1,0,0,0,0,9042,0
Mississippi,Clarke,2914,19.2,0,0,0,0,15612,0
Mississippi,Clay,4081,21.5,0,0,0,0,19515,0
Mississippi,Coahoma,8260,39.6,1,0,0,0,22685,-1
Mississippi,Copiah,6110,22.5,0,0,0,0,28339,0
Mississippi,Covington,3693,20.3,0,0,0,0,18810,0
Mississippi,DeSoto,17653,9.5,0,0,0,0,182256,0
Mississippi,Forrest,17991,24.9,1,0,0,0,75162,-1
Mississippi,Franklin,1616,21.4,0,0,0,0,7716,0
Mississippi,George,4224,17.8,0,0,0,0,24098,0
Mississippi,Greene,2325,21.4,0,0,0,0,13619,0
Mississippi,Grenada,4351,21.4,0,0,0,0,20927,0
Mississippi,Hancock,7428,15.6,0,0,0,0,47339,0
Mississippi,Harrison,34186,16.8,0,1,0,0,206169,1
Mississippi,Hinds,56977,25.9,0,0,1,0,235604,2
Mississippi,Holmes,5458,34.5,0,0,0,0,17414,0
Mississippi,Humphreys,2567,33.3,0,0,0,0,8198,0
Mississippi,Issaquena,407,43.3,0,0,0,0,1223,0
Mississippi,Itawamba,3093,13.9,0,0,0,0,23396,0
Mississippi,Jackson,19105,13.4,0,1,0,0,142872,1
Mississippi,Jasper,3128,19.3,0,0,0,0,16454,0
Mississippi,Jefferson,2035,30.8,0,0,0,0,7129,0
Mississippi,Jefferson Davis,2713,25.2,0,0,0,0,11182,0
Mississippi,Jones,12434,18.8,0,1,0,0,68307,1
Mississippi,Kemper,2189,25.2,0,0,0,0,9829,0
Mississippi,Lafayette,8771,17.6,0,1,0,0,54059,1
Mississippi,Lamar,8012,12.6,0,1,0,0,62693,1
Mississippi,Lauderdale,15725,22.5,0,1,0,0,75557,1
Mississippi,Lawrence,2369,19.1,1,0,0,0,12595,-1
Mississippi,Leake,4407,21,0,0,0,0,22791,0
Mississippi,Lee,11194,13.3,0,1,0,0,85304,1
Mississippi,Leflore,6738,25.3,0,0,0,0,28764,0
Mississippi,Lincoln,6229,18.7,0,0,0,0,34197,0
Mississippi,Lowndes,9367,16.5,0,1,0,0,58896,1
Mississippi,Madison,13273,12.6,1,0,0,0,105482,-1
Mississippi,Marion,4532,19.2,0,0,0,0,24785,0
Mississippi,Marshall,7581,22.7,0,1,0,0,35502,1
Mississippi,Monroe,6052,17.5,1,0,0,0,35559,-1
Mississippi,Montgomery,2017,21.2,0,0,0,0,9956,0
Mississippi,Neshoba,5395,18.9,1,0,0,0,29250,-1
Mississippi,Newton,3302,16.3,0,0,0,0,21215,0
Mississippi,Noxubee,2628,26.2,0,0,0,0,10566,0
Mississippi,Oktibbeha,10550,23.5,0,1,0,0,49593,1
Mississippi,Panola,7037,21,1,0,0,0,34079,-1
Mississippi,Pearl River,8624,15.8,0,1,0,0,55512,1
Mississippi,Perry,2128,18.1,0,0,0,0,11981,0
Mississippi,Pike,10068,26.5,1,0,0,0,39365,-1
Mississippi,Pontotoc,4113,12.8,0,1,0,0,31996,1
Mississippi,Prentiss,3995,16.5,0,0,0,0,25155,0
Mississippi,Quitman,1969,29.9,0,0,0,0,7038,0
Mississippi,Rankin,14967,10,0,0,0,0,154119,0
Mississippi,Scott,5077,18.3,0,1,0,0,28288,1
Mississippi,Sharkey,1237,30.3,0,0,0,0,4427,0
Mississippi,Simpson,5532,21.2,0,0,0,0,26818,0
Mississippi,Smith,2515,16.1,0,0,0,0,15919,0
Mississippi,Stone,2963,17.4,0,0,0,0,18282,0
Mississippi,Sunflower,7178,34.8,0,0,0,0,25759,0
Mississippi,Tallahatchie,3583,32,0,0,0,0,14041,0
Mississippi,Tate,3842,14,0,1,0,0,28419,1
Mississippi,Tippah,3515,16.5,0,1,0,0,21976,1
Mississippi,Tishomingo,2758,14.6,0,0,0,0,19396,0
Mississippi,Tunica,2471,26.7,0,0,0,0,9807,0
Mississippi,Union,3845,13.5,0,1,0,0,28578,1
Mississippi,Walthall,3324,23.5,0,0,0,0,14423,0
Mississippi,Warren,8497,19.2,0,1,0,0,46030,1
Mississippi,Washington,11652,27.7,0,0,0,0,45072,0
Mississippi,Wayne,4454,22.1,0,0,0,0,20344,0
Mississippi,Webster,1501,15.7,0,0,0,0,9727,0
Mississippi,Wilkinson,2065,28.4,0,0,0,0,8727,0
Mississippi,Winston,3784,21.8,0,0,0,0,18116,0
Mississippi,Yalobusha,2495,21.2,0,0,0,0,12276,0
Mississippi,Yazoo,6931,31,0,0,0,0,28511,0
Missouri,Adair,4026,17.9,0,1,0,0,25468,1
Missouri,Andrew,1586,9.1,0,0,0,0,17554,0
Missouri,Atchison,600,12,0,0,0,0,5180,0
Missouri,Audrain,4132,17.8,0,0,0,0,25336,0
Missouri,Barry,5675,16,0,0,0,0,35615,0
Missouri,Barton,1898,16.6,0,0,0,0,11732,0
Missouri,Bates,2351,14.8,0,0,0,0,16282,0
Missouri,Benton,3260,16.8,1,0,0,0,19305,-1
Missouri,Bollinger,1955,16.3,0,0,0,0,12181,0
Missouri,Boone,22178,12.8,0,1,1,0,179704,3
Missouri,Buchanan,10789,13.1,1,1,0,0,87904,0
Missouri,Butler,8777,21.2,0,0,0,0,42570,0
Missouri,Caldwell,1096,12.4,0,0,0,0,9052,0
Missouri,Callaway,4693,11.4,0,0,0,0,44944,0
Missouri,Camden,6407,14,0,1,0,0,45823,1
Missouri,Cape Girardeau,9009,11.9,1,1,0,0,78834,0
Missouri,Carroll,1130,13.4,0,0,0,0,8723,0
Missouri,Carter,1205,20.3,0,0,0,0,6085,0
Missouri,Cass,7182,6.8,0,1,0,0,104687,1
Missouri,Cedar,2603,18.5,0,0,0,0,14144,0
Missouri,Chariton,854,12,1,0,0,0,7449,-1
Missouri,Christian,7933,8.8,0,0,0,0,87324,0
Missouri,Clark,827,12.3,0,0,0,0,6783,0
Missouri,Clay,19299,7.7,0,2,0,0,246480,2
Missouri,Clinton,1902,9.5,0,1,0,0,20503,1
Missouri,Cole,6649,9.3,1,1,0,0,76630,0
Missouri,Cooper,2189,13.6,0,0,0,0,17522,0
Missouri,Crawford,3805,16.3,0,1,0,0,23984,1
Missouri,Dade,1043,14.1,0,0,0,0,7571,0
Missouri,Dallas,4092,24.1,0,0,0,0,16841,0
Missouri,Daviess,1141,14.1,0,0,0,0,8294,0
Missouri,DeKalb,1162,12.8,0,0,0,0,11872,0
Missouri,Dent,2309,15.1,0,1,0,0,15518,1
Missouri,Douglas,2349,17.8,0,1,0,0,13335,1
Missouri,Dunklin,5682,20.2,0,0,0,0,29657,0
Missouri,Franklin,9353,9.1,1,0,0,0,103629,-1
Missouri,Gasconade,1602,11.2,1,0,0,0,14673,-1
Missouri,Gentry,821,13,0,0,0,0,6576,0
Missouri,Greene,40491,14.3,0,2,0,0,291574,2
Missouri,Grundy,1398,15.1,0,0,0,0,9885,0
Missouri,Harrison,1455,17.8,0,0,0,0,8427,0
Missouri,Henry,2960,13.6,0,1,0,0,21854,1
Missouri,Hickory,1862,19.6,0,0,0,0,9452,0
Missouri,Holt,501,12.2,0,0,0,0,4374,0
Missouri,Howard,1181,12.7,0,0,0,0,10022,0
Missouri,Howell,7285,18.4,0,0,0,0,40130,0
Missouri,Iron,1913,19.5,0,0,0,0,10150,0
Missouri,Jackson,86479,12.4,1,3,1,0,700733,4
Missouri,Jasper,18117,15.2,0,2,0,0,120528,2
Missouri,Jefferson,19991,8.9,1,2,0,0,224777,1
Missouri,Johnson,5453,10.8,0,1,0,0,53948,1
Missouri,Knox,548,14.2,0,0,0,0,3948,0
Missouri,Laclede,5778,16.3,0,1,0,0,35680,1
Missouri,Lafayette,3352,10.4,0,0,0,0,32697,0
Missouri,Lawrence,5712,15.2,0,1,0,0,38241,1
Missouri,Lewis,1307,14.4,0,0,0,0,9898,0
Missouri,Lincoln,5604,9.4,0,1,0,0,57590,1
Missouri,Linn,1707,14.7,0,0,0,0,12004,0
Missouri,Livingston,1684,12.8,1,0,0,0,14969,-1
Missouri,Macon,1912,13,1,0,0,0,15154,-1
Missouri,Madison,1935,16.3,0,0,0,0,12176,0
Missouri,Maries,1121,12.9,0,0,0,0,8791,0
Missouri,Marion,3890,14.3,1,0,0,0,28572,-1
Missouri,McDonald,3996,17.6,0,0,0,0,22882,0
Missouri,Mercer,477,13.6,0,0,0,0,3623,0
Missouri,Miller,3542,13.9,0,0,0,0,25369,0
Missouri,Mississippi,2148,19.1,0,0,0,0,13328,0
Missouri,Moniteau,1699,11.6,0,0,0,0,15907,0
Missouri,Monroe,1115,13,0,0,0,0,8630,0
Missouri,Montgomery,1415,13,1,0,0,0,11414,-1
Missouri,Morgan,3061,15,0,0,0,0,20438,0
Missouri,New Madrid,3080,18.9,0,0,0,0,17275,0
Missouri,Newton,7978,13.9,0,1,0,0,58288,1
Missouri,Nodaway,2785,15.2,0,1,0,0,22199,1
Missouri,Oregon,2249,22,0,0,0,0,10561,0
Missouri,Osage,1115,8.5,0,0,0,0,13613,0
Missouri,Ozark,1828,20.3,0,0,0,0,9138,0
Missouri,Pemiscot,5429,35.3,0,0,0,0,16330,0
Missouri,Perry,2212,11.7,0,1,0,0,19227,1
Missouri,Pettis,6452,15.5,1,0,0,0,42421,-1
Missouri,Phelps,7249,17.5,0,1,0,0,44587,1
Missouri,Pike,2384,14.9,0,1,0,0,18158,1
Missouri,Platte,5704,5.4,0,1,0,0,102848,1
Missouri,Polk,4830,15.6,0,1,0,0,32031,1
Missouri,Pulaski,5311,12.5,0,1,0,0,52359,1
Missouri,Putnam,702,15.2,0,0,0,0,4746,0
Missouri,Ralls,1167,11.4,0,0,0,0,10258,0
Missouri,Randolph,2676,12.1,1,0,0,0,24769,-1
Missouri,Ray,2261,10,0,1,0,0,22900,1
Missouri,Reynolds,1177,19.4,0,0,0,0,6274,0
Missouri,Ripley,2808,21.3,0,0,0,0,13484,0
Missouri,Saline,2807,13.1,0,0,0,0,22932,0
Missouri,Schuyler,675,15.2,0,0,0,0,4550,0
Missouri,Scotland,683,14.3,0,0,0,0,4923,0
Missouri,Scott,5488,14.6,0,1,0,0,38538,1
Missouri,Shannon,1771,21.8,0,0,0,0,8207,0
Missouri,Shelby,834,14.6,0,0,0,0,5975,0
Missouri,St. Charles,20179,5,0,0,0,0,398472,0
Missouri,St. Clair,1770,18.7,0,0,0,0,9455,0
Missouri,St. Francois,9762,16.2,0,0,0,0,66653,0
Missouri,St. Louis,88893,9.1,0,0,1,0,996179,2
Missouri,St. Louis City,59993,20.8,0,0,0,0,304709,0
Missouri,Ste. Genevieve,1582,9,0,0,0,0,17887,0
Missouri,Stoddard,4787,16.8,0,0,0,0,29255,0
Missouri,Stone,4573,14.2,0,1,0,0,31875,1
Missouri,Sullivan,927,15.6,0,0,0,0,6163,0
Missouri,Taney,8497,15.6,0,1,0,0,55563,1
Missouri,Texas,4744,20.3,0,1,0,0,25518,1
Missouri,Vernon,2933,15,0,1,0,0,20560,1
Missouri,Warren,3277,9,0,1,0,0,35090,1
Missouri,Washington,4559,19.4,0,1,0,0,24819,1
Missouri,Wayne,2927,23.2,0,0,0,0,13058,0
Missouri,Webster,5847,15,0,1,0,0,39127,1
Missouri,Worth,262,13.8,0,0,0,0,2001,0
Missouri,Wright,3296,18.3,0,1,0,0,18256,1
Montana,Beaverhead,1200,13.3,0,1,0,0,9454,1
Montana,Big Horn,3734,28.9,0,0,0,0,13302,0
Montana,Blaine,1358,20.9,0,0,0,0,6698,0
Montana,Broadwater,579,9.1,0,0,0,0,6080,0
Montana,Carbon,1212,11.2,0,0,0,0,10689,0
Montana,Carter,179,14.7,0,0,0,0,1305,0
Montana,Cascade,10727,13.5,0,1,0,1,81576,4
Montana,Chouteau,851,15.1,0,0,0,0,5731,0
Montana,Custer,1248,11.5,0,1,0,0,11563,1
Montana,Daniels,179,11.2,0,0,0,0,1705,0
Montana,Dawson,875,10.8,0,0,0,0,8824,0
Montana,Deer Lodge,1529,17.9,0,0,0,0,9153,0
Montana,Fallon,262,9.4,0,0,0,0,2975,0
Montana,Fergus,1469,13.6,0,0,0,0,11167,0
Montana,Flathead,11014,10.5,0,1,0,0,102001,1
Montana,Gallatin,9972,8.8,0,2,0,0,111401,2
Montana,Garfield,190,15,0,0,0,0,1051,0
Montana,Glacier,3238,24.3,0,0,0,0,13706,0
Montana,Golden Valley,150,18.6,0,0,0,0,814,0
Montana,Granite,418,12.7,0,0,0,0,3325,0
Montana,Hill,3024,18.9,1,0,0,0,16422,-1
Montana,Jefferson,815,6.7,0,0,0,0,12069,0
Montana,Judith Basin,313,15.7,0,0,0,0,1968,0
Montana,Lake,5612,18.3,0,0,0,0,30383,0
Montana,Lewis and Clark,6994,10.2,0,1,0,1,68714,4
Montana,Liberty,435,19,0,0,0,0,2455,0
Montana,Lincoln,3598,17.9,1,0,0,0,19845,-1
Montana,Madison,878,9.9,0,0,0,0,8530,0
Montana,McCone,236,14.5,0,0,0,0,1826,0
Montana,Meagher,295,16.6,0,0,0,0,1795,0
Montana,Mineral,672,14.9,0,0,0,0,4330,0
Montana,Missoula,14029,11.8,0,2,0,1,119062,5
Montana,Musselshell,712,15.4,0,0,0,0,4682,0
Montana,Park,1820,10.9,0,0,0,0,16513,0
Montana,Petroleum,75,15,0,0,0,0,464,0
Montana,Phillips,576,14.9,0,0,0,0,4032,0
Montana,Pondera,1043,18.5,0,0,0,0,5911,0
Montana,Powder River,206,12.6,0,0,0,0,1634,0
Montana,Powell,843,16.5,0,0,0,0,6843,0
Montana,Prairie,133,12.8,0,0,0,0,1162,0
Montana,Ravalli,5075,11.3,1,0,0,0,43424,-1
Montana,Richland,882,8,0,1,0,0,11097,1
Montana,Roosevelt,2572,23.8,0,0,0,0,11091,0
Montana,Rosebud,1535,17.5,0,0,0,0,9065,0
Montana,Sanders,1955,16.3,0,0,0,0,11804,0
Montana,Sheridan,376,11.8,0,0,0,0,3389,0
Montana,Silver Bow,4528,13.2,0,1,0,0,34895,1
Montana,Stillwater,766,7.8,0,0,0,0,9562,0
Montana,Sweet Grass,338,9.3,0,0,0,0,3676,0
Montana,Teton,755,12.4,0,0,0,0,6127,0
Montana,Toole,642,15.8,0,0,0,0,4812,0
Montana,Treasure,87,12.5,0,0,0,0,614,0
Montana,Valley,972,13.4,0,0,0,0,7424,0
Montana,Wheatland,440,20.9,0,0,0,0,2138,0
Montana,Wibaux,107,11.7,0,0,0,0,1037,0
Montana,Yellowstone,16988,10.6,0,2,0,2,160390,8
Nebraska,Adams,3062,10.2,0,1,0,0,31541,1
Nebraska,Antelope,647,10.4,0,0,0,0,6315,0
Nebraska,Arthur,57,12.3,0,0,0,0,439,0
Nebraska,Banner,79,10.1,0,0,0,0,645,0
Nebraska,Blaine,61,13.3,0,0,0,0,467,0
Nebraska,Boone,435,8.7,0,0,0,0,5228,0
Nebraska,Box Butte,1002,9.5,0,0,0,0,10845,0
Nebraska,Boyd,235,12.9,0,0,0,0,1882,0
Nebraska,Brown,317,10.8,0,0,0,0,2887,0
Nebraska,Buffalo,4525,9.5,0,1,0,0,49594,1
Nebraska,Burt,731,11.5,0,0,0,0,6503,0
Nebraska,Butler,582,7.5,0,0,0,0,7997,0
Nebraska,Cass,1538,5.9,0,0,0,0,26022,0
Nebraska,Cedar,703,8.5,0,0,0,0,8483,0
Nebraska,Chase,309,8.2,0,0,0,0,3707,0
Nebraska,Cherry,649,11.4,0,0,0,0,5801,0
Nebraska,Cheyenne,905,10,0,0,0,0,9428,0
Nebraska,Clay,556,9.1,0,0,0,0,6193,0
Nebraska,Colfax,863,8.2,0,0,0,0,10681,0
Nebraska,Cuming,681,7.9,0,0,0,0,8882,0
Nebraska,Custer,1027,9.8,0,0,0,0,10788,0
Nebraska,Dakota,1952,9.9,0,0,0,0,20124,0
Nebraska,Dawes,1120,14.7,1,0,0,0,8685,-1
Nebraska,Dawson,1980,8.6,0,0,0,0,23638,0
Nebraska,Deuel,184,10.3,0,0,0,0,1770,0
Nebraska,Dixon,435,7.9,0,0,0,0,5682,0
Nebraska,Dodge,3408,9.7,0,1,0,0,36565,1
Nebraska,Douglas,55209,9.8,0,4,0,1,565739,7
Nebraska,Dundy,201,12.2,0,0,0,0,1928,0
Nebraska,Fillmore,452,8.5,0,0,0,0,5542,0
Nebraska,Franklin,303,10.4,0,0,0,0,2970,0
Nebraska,Frontier,321,13,0,0,0,0,2636,0
Nebraska,Furnas,459,10,0,0,0,0,4712,0
Nebraska,Gage,1799,8.5,0,1,0,0,21548,1
Nebraska,Garden,253,13.9,0,0,0,0,1916,0
Nebraska,Garfield,219,11.6,0,0,0,0,2081,0
Nebraska,Gosper,154,7.9,0,0,0,0,2001,0
Nebraska,Grant,58,9.2,0,0,0,0,691,0
Nebraska,Greeley,274,12.2,0,0,0,0,2361,0
Nebraska,Hall,7093,11.8,0,1,0,0,61338,1
Nebraska,Hamilton,606,6.7,0,0,0,0,9219,0
Nebraska,Harlan,321,9.9,0,0,0,0,3380,0
Nebraska,Hayes,134,14.7,0,0,0,0,889,0
Nebraska,Hitchcock,328,12,0,0,0,0,2788,0
Nebraska,Holt,1071,10.9,0,1,0,0,10123,1
Nebraska,Hooker,49,7.9,0,0,0,0,741,0
Nebraska,Howard,564,8.8,0,0,0,0,6428,0
Nebraska,Jefferson,687,9.9,0,0,0,0,7102,0
Nebraska,Johnson,489,12.3,0,0,0,0,5118,0
Nebraska,Kearney,495,7.6,0,0,0,0,6588,0
Nebraska,Keith,928,11.7,0,0,0,0,8048,0
Nebraska,Keya Paha,131,17.3,0,0,0,0,875,0
Nebraska,Kimball,377,11,0,0,0,0,3576,0
Nebraska,Knox,1100,13.6,0,0,0,0,8400,0
Nebraska,Lancaster,28584,9.4,1,1,0,1,315976,3
Nebraska,Lincoln,3168,9.4,0,1,0,0,35042,1
Nebraska,Logan,69,9.3,0,0,0,0,896,0
Nebraska,Loup,98,15.1,0,0,0,0,690,0
Nebraska,Madison,3564,10.6,1,0,0,0,35023,-1
Nebraska,McPherson,62,13.1,0,0,0,0,420,0
Nebraska,Merrick,734,9.6,0,0,0,0,7826,0
Nebraska,Morrill,567,12.5,0,0,0,0,4711,0
Nebraska,Nance,391,11.4,0,0,0,0,3525,0
Nebraska,Nemaha,769,11.8,0,0,0,0,6978,0
Nebraska,Nuckolls,399,9.8,1,0,0,0,4204,-1
Nebraska,Otoe,1322,8.4,0,0,0,0,15965,0
Nebraska,Pawnee,325,12.7,0,0,0,0,2640,0
Nebraska,Perkins,283,10,0,0,0,0,2889,0
Nebraska,Phelps,993,11.3,0,0,0,0,9050,0
Nebraska,Pierce,575,8.2,0,0,0,0,7132,0
Nebraska,Platte,2181,6.6,0,0,0,0,33250,0
Nebraska,Polk,370,7.3,0,0,0,0,5208,0
Nebraska,Red Willow,968,9.5,1,0,0,0,10725,-1
Nebraska,Richardson,721,9.5,0,0,0,0,7913,0
Nebraska,Rock,180,13.3,0,0,0,0,1430,0
Nebraska,Saline,1046,8,0,0,0,0,14221,0
Nebraska,Sarpy,9104,4.9,0,1,0,1,183956,4
Nebraska,Saunders,1217,5.7,0,0,0,0,21356,0
Nebraska,Scotts Bluff,4287,12.4,0,0,0,0,35884,0
Nebraska,Seward,1087,6.8,0,0,0,0,17217,0
Nebraska,Sheridan,691,13.8,0,0,0,0,5215,0
Nebraska,Sherman,332,11.4,0,0,0,0,3015,0
Nebraska,Sioux,183,15.3,0,0,0,0,1298,0
Nebraska,Stanton,404,6.9,0,0,0,0,5946,0
Nebraska,Thayer,471,9.8,0,0,0,0,5000,0
Nebraska,Thomas,91,12.3,0,0,0,0,586,0
Nebraska,Thurston,1299,18.2,0,0,0,0,7218,0
Nebraska,Valley,455,11.2,0,0,0,0,4100,0
Nebraska,Washington,1104,5.3,0,0,0,0,20546,0
Nebraska,Wayne,798,9.5,0,0,0,0,9388,0
Nebraska,Webster,335,10.2,0,0,0,0,3497,0
Nebraska,Wheeler,98,12.4,0,0,0,0,689,0
Nebraska,York,1175,9.3,0,1,0,0,13671,1
Nevada,Carson City,6656,12.5,0,0,0,0,55244,0
Nevada,Churchill,2581,10.3,1,0,0,0,24606,-1
Nevada,Clark,301418,13.2,0,2,0,6,2228866,20
Nevada,Douglas,3893,8,0,1,0,0,48486,1
Nevada,Elko,5815,11.2,0,0,0,0,52537,0
Nevada,Esmeralda,127,14.4,0,0,0,0,1030,0
Nevada,Eureka,213,10.3,0,0,0,0,1839,0
Nevada,Humboldt,1648,9.8,0,0,0,0,16834,0
Nevada,Lander,516,9.4,0,0,0,0,5565,0
Nevada,Lincoln,647,13.2,0,0,0,0,5177,0
Nevada,Lyon,5814,10.1,0,2,0,0,55667,2
Nevada,Mineral,687,15.4,0,0,0,0,4487,0
Nevada,Nye,6651,14.2,0,1,0,0,45514,1
Nevada,Pershing,880,18.1,0,0,0,0,6591,0
Nevada,Storey,328,7.8,0,0,0,0,4086,0
Nevada,Washoe,47922,10.2,0,0,0,1,464182,3
Nevada,WhitePine,1021,12.3,0,0,0,0,9570,0
NewHampshire,Belknap,4472,7.4,0,1,0,0,61174,1
NewHampshire,Carroll,3633,7.5,0,0,0,0,48461,0
NewHampshire,Cheshire,6379,8.8,0,1,0,1,76040,4
NewHampshire,Coos,3828,13.1,0,0,0,0,31486,0
NewHampshire,Grafton,7217,8.6,0,3,0,0,90331,3
NewHampshire,Hillsborough,29194,7.1,2,2,0,2,415305,6
NewHampshire,Merrimack,9764,6.7,0,1,0,1,150902,4
NewHampshire,Rockingham,14099,4.6,1,0,0,1,308211,2
NewHampshire,Strafford,10032,8.2,1,1,0,0,130161,0
NewHampshire,Sullivan,3786,8.9,0,1,0,0,43173,1
NewJersey,Atlantic,35571,13.8,1,0,0,2,264650,5
NewJersey,Bergen,59225,6.4,2,2,0,4,931275,12
NewJersey,Burlington,25900,6,1,1,0,0,446301,0
NewJersey,Camden,61747,12.4,0,2,0,3,506721,11
NewJersey,CapeMay,8546,9.6,0,2,0,0,92701,2
NewJersey,Cumberland,18073,13.1,0,0,0,0,150085,0
NewJersey,Essex,111465,14.3,1,2,0,3,798698,10
NewJersey,Gloucester,20136,7,0,1,0,0,291745,1
NewJersey,Hudson,86854,13.1,0,1,0,0,671923,1
NewJersey,Hunterdon,4932,4.1,1,0,0,1,125063,2
NewJersey,Mercer,33028,9.5,0,2,0,4,368085,14
NewJersey,Middlesex,59132,7.4,0,3,0,4,825015,15
NewJersey,Monmouth,35894,5.9,1,2,0,2,620821,7
NewJersey,Morris,22653,4.7,1,1,0,1,492715,3
NewJersey,Ocean,63592,10.5,2,1,0,0,602018,-1
NewJersey,Passaic,83071,16.9,0,3,0,1,502763,6
NewJersey,Salem,7466,12.2,0,1,0,0,62754,1
NewJersey,Somerset,15563,4.8,1,0,0,0,330151,-1
NewJersey,Sussex,7486,5.4,0,1,0,1,140996,4
NewJersey,Union,50517,9.2,0,1,0,3,555208,10
NewJersey,Warren,7539,7.3,0,2,0,2,105730,8
NewMexico,Bernalillo,102304,15.3,1,2,0,3,679037,10
NewMexico,Catron,820,22.8,0,0,0,0,3547,0
NewMexico,Chaves,12054,19.2,1,0,0,0,64912,-1
NewMexico,Cibola,5972,25.1,0,0,0,0,26763,0
NewMexico,Colfax,1973,17.2,0,0,0,0,12106,0
NewMexico,Curry,7011,14.9,0,1,0,0,49502,1
NewMexico,DeBaca,282,17,0,0,0,0,1995,0
NewMexico,Dona Ana,44372,20.5,0,0,0,0,217696,0
NewMexico,Eddy,7379,12.8,1,0,0,0,57865,-1
NewMexico,Grant,5266,20,0,0,0,0,27391,0
NewMexico,Guadalupe,843,22.8,0,0,0,0,4336,0
NewMexico,Harding,96,15.1,0,0,0,0,432,0
NewMexico,Hidalgo,796,19.8,0,0,0,0,4234,0
NewMexico,Lea,8713,12.6,0,0,0,0,70359,0
NewMexico,Lincoln,3340,16.9,0,1,0,0,19640,1
NewMexico,Los Alamos,642,3.3,0,0,0,0,18976,0
NewMexico,Luna,5187,22.3,0,0,0,0,24022,0
NewMexico,McKinley,22414,32,1,0,0,0,71956,-1
NewMexico,Mora,884,19.8,0,0,0,0,4500,0
NewMexico,Otero,10168,15.5,0,1,0,0,66804,1
NewMexico,Quay,1794,22,0,0,0,0,8265,0
NewMexico,Rio Arriba,7510,19.7,0,1,0,0,38962,1
NewMexico,Roosevelt,3133,18.2,0,1,0,0,18723,1
NewMexico,San Juan,26171,21.5,1,1,0,0,125608,0
NewMexico,San Miguel,5456,20.9,0,0,0,0,27546,0
NewMexico,Sandoval,15305,10.4,0,2,0,0,144954,2
NewMexico,SantaFe,18645,12.5,0,1,0,0,150319,1
NewMexico,Sierra,2335,22.1,0,1,0,0,10988,1
NewMexico,Socorro,4000,25.1,1,0,0,0,16723,-1
NewMexico,Taos,6094,18.9,0,1,0,0,32759,1
NewMexico,Torrance,3164,21.4,0,1,0,0,15477,1
NewMexico,Union,634,19,0,0,0,0,4106,0
NewMexico,Valencia,11697,15.5,0,1,0,0,76518,1
NewYork,Albany,32736,11.3,1,1,0,1,306165,3
NewYork,Allegany,6238,15.1,1,0,0,0,46304,-1
NewYork,Bronx,333670,24.4,0,2,0,3,1427056,11
NewYork,Broome,32931,18.4,3,0,0,1,192042,0
NewYork,Cattaraugus,11951,16.3,1,0,0,0,76750,-1
NewYork,Cayuga,8481,11.7,1,0,0,0,76958,-1
NewYork,Chautauqua,17909,14.8,0,1,0,0,127584,1
NewYork,Chemung,11438,14.5,0,1,0,1,84115,4
NewYork,Chenango,5283,11.5,0,0,0,0,47527,0
NewYork,Clinton,8188,11.1,1,1,0,2,80320,6
NewYork,Columbia,5961,10.2,0,1,0,1,60016,4
NewYork,Cortland,5086,11.7,0,1,0,0,47618,1
NewYork,Delaware,5345,12.8,1,0,0,0,44676,-1
NewYork,Dutchess,22960,8.3,2,1,0,1,293524,2
NewYork,Erie,117938,13.2,2,1,0,4,918873,11
NewYork,Essex,3565,10.2,0,0,0,0,37281,0
NewYork,Franklin,7016,15.9,0,0,0,0,50389,0
NewYork,Fulton,7184,13.9,1,0,0,1,53452,2
NewYork,Genesee,5631,10.2,1,0,0,1,57554,2
NewYork,Greene,4961,11.2,0,0,0,0,47335,0
NewYork,Hamilton,378,8.7,0,0,0,0,4454,0
