store_name,address,state,county,lat,lng,service_level
Answers Health and Resource Facility,"512 W Weldon St
Starke, FL 32091",Florida,Bradford,29.953,-82.1132,2
Hill Country Pregnancy Care Center,"211 Main St
Comfort, TX 78013",Texas,Kendall,29.9692,-98.9167,2
Care Net Pregnancy Center,"14530 Wunderlich Dr
Houston, TX 77069",Texas,Harris,29.9923,-95.5109,2
Celebrate Life Ministries,"2225 Pleasure St
New Orleans, LA 70122",Louisiana,Orleans,29.9931,-90.0579,2
Birthright of Humble,"1502 1st St, Ste F
Humble, TX 77338",Texas,Harris,29.9986,-95.2516,2
Access Pregnancy & Referral Centers,"921 Aris Ave, Ste B
Metairie, LA 70005",Louisiana,Jefferson,30.0026,-90.1283,2
The Unexpected Pregnancy Center,"117 E Pershing St
New Iberia, LA 70560",Louisiana,Iberia,30.0032,-91.821,2
Access Pregnancy & Referral Centers,"2402 33rd St
Kenner, LA 70065",Louisiana,Jefferson Parish,30.016,-90.2335,2
Lifeline Pregnancy Care Center,"112 Bammel Wfield Rd, Ste 105
Houston, TX 77090",Texas,Harris,30.0184,-95.434,2
Loving Choice Pregnancy Help Center,"17835 Kuykendahl 
Spring, TX 77379",Texas,Harris,30.0316,-95.4825,2
Pregnancy Care Center of Dayton,"303 S Winfree St
Dayton, TX 77535",Texas,Montgomery,30.0438,-94.8843,2
Waller Pregnancy Care Center,"1225 Farr St
Waller, TX 77484",Texas,Harris,30.0582,-95.9253,2
The Pregnancy Resource Center,"718 Alpine Dr
Kerrville, TX 78028",Texas,Kerr,30.0675,-99.1133,2
Hope Women's Resource Clinic,"3740 Laurel Ave
Beaumont, TX 77707",Texas,Jefferson,30.0829,-94.1415,2
Birthright of Beaumont,"2626 Calder Ave, Ste 201
Beaumont, TX 77702",Texas,Jefferson,30.0859,-94.1277,2
Tomball Pregnancy Center,"1123 Alma St
Tomball, TX 77375",Texas,Harris,30.0904,-95.6268,2
Birthright of Orange,"1537 B Strickland Dr
Orange, TX 77630",Texas,Orange,30.103,-93.7716,2
First Coast Women’s Services,"105 Old Jennings Rd
Orange Park, FL 32065",Florida,Clay,30.1149,-81.7771,2
Bastrop Pregnancy Resource Center,"2007 N Main St
Bastrop, TX 78602",Texas,Bastrop,30.1317,-97.3208,2
Pregnancy Assistance Center North,"26464 I-45 N
Spring, TX 77386",Texas,Montgomery,30.1481,-95.4464,2
Pregnancy Resource Center,"701 Jenks Ave
Panama City, FL 32401",Florida,Bay,30.1608,-85.663,2
Emergency Pregnancy Services,"2300 Park Ave, Ste 204
Orange Park, FL 32073",Florida,Clay,30.1613,-81.7019,2
First Coast Women's Services,"11215 San Jose Blvd
Jacksonville, FL 32223",Florida,Baker,30.1711,-81.6288,2
New Beginnings Pregnancy Center,"1016 E Blue Bell Rd
Brenham, TX 77833",Texas,Washington,30.1775,-96.3917,2
A Sheltering Tree,"1616 Cincinnati Ave Panama City, FL 32401",Florida,Bay,30.1789,-85.7033,1
Pregnancy Care Center of Lake City,"130 NW Hilton Ave
Lake City, FL 32055",Florida,Columbia,30.1898,-82.6438,2
"New Life Counseling, Inc","631 E School St
Lake Charles, LA 70607",Louisiana,Calcasieu,30.1911,-93.2122,2
Heart of Texas Pregnancy Resource Center,"1005 W Hwy 290
Dripping Springs, TX 78620",Texas,Hays,30.1936,-98.101,2
A Pregnancy Center and Clinic,"913 S College Rd, Ste 206
Lafayette, LA 70503",Louisiana,Lafayette,30.2018,-92.0292,2
ABC Pregnancy Resource Center,"510 W 18th St
Lake Charles, LA 70601",Louisiana,Calcasieu,30.2059,-93.227,2
Women's Center of Lafayette,"1331 Jefferson St
Lafayette, LA 70501",Louisiana,Lafayette,30.2185,-92.0146,2
TruCare Women's Clinic,"209 E Ben White Blvd, Ste 201
Austin, TX 78704",Texas,Travis,30.2206,-97.7614,2
Planned Parenthood- South Austin Health Center,201 E. Ben White Blvd,Texas,Travis,30.2211,-97.763,3
TruCare Pregnancy Center,"4611 Menchaca Rd
Austin, TX 78745",Texas,Travis,30.2261,-97.7904,1
Wakulla Pregnancy Center,"886 Woodville Hwy
Crawfordville, FL 32327",Florida,Wakulla,30.2368,-84.2315,2
Baby Luv Pregnancy Center,"5540 Ortega Farms Blvd Jacksonville, FL 32244",Florida,Duval,30.2467,-81.714,1
Planned Parenthood- Jacksonville Health Center,5978 Powers Avenue,Florida,Duval,30.2624,-81.6218,4
Women’s Help Center,"4116 Blanding Blvd
Jacksonville, FL 32210",Florida,Duval,30.2651,-81.7389,2
The Source,"8401 N Interstate Hwy 35
Austin , TX 78757",Texas,Travis,30.2679,-97.7339,2
Lifeline Pregnancy Resource Center,"1190 Chicon St
Austin, TX 78702",Texas,Travis,30.273,-97.72,2
MOM Center,"107 S Milam St
Fredricksburg, TX 78624",Texas,Gillespie,30.2778,-98.8778,2
First Coast Women's Services,"368 S 5th St
MacClenny, FL 32063",Florida,Baker,30.2782,-82.1217,2
Lifeline Resources,"3733 Southside Blvd, Ste 8
Jacksonville, FL 32216",Florida,Duval,30.2788,-81.5584,2
Women's Help Center,"4209 University Blvd S 
Jacksonville, FL 32216",Florida,Duval,30.2808,-81.6024,2
A Woman's Choice of Jacksonville,4131 University Blvd S,Florida,Duval,30.2822,-81.6,4
Pregnancy Help Slidell,"550 Gause Blvd, Ste 2
Slidell, LA 70458",Louisiana,St Tammany,30.2851,-89.7752,2
Birthright of Conroe,"1300 S Frazier, Ste 214
Conroe, TX 77301",Texas,Montgomery,30.2875,-95.4576,2
Women's Help Center,"6210 Samuel Wells Dr, 1201
Jacksonville, FL 32216",Florida,Duval,30.289,-81.5972,2
First Coast Women's Services,"224 N 3rd St
Jacksonville Beach, FL 32250",Florida,Duval,30.2906,-81.3924,2
Trotter House,"2717 Rio Grande St
Austin, TX 78705",Texas,Travis,30.2932,-97.7439,2
All Women's Health Center of Jacksonville,1545 Huffingham Rd,Florida,Duval,30.2937,-81.6001,4
Women's Care Medical Center,"3757 Gulf Shores Pkwy Gulf Shores, AL 36542",Alabama,Jefferson,30.2995,-87.6841,2
Emergency Pregnancy Services,"1637 King St
Jacksonville, FL 32204",Florida,Duval,30.3089,-81.6922,2
Pregnancy Assistance Center North,"115 N San Jacinto St Conroe, TX 77301",Texas,Montgomery,30.3091,-95.4597,2
St John Paul II Life Center,"1600 Ste 38th St, Ste 110
Austin, TX 78731",Texas,Travis,30.3092,-97.7498,2
Pregnancy Care Center of Live Oak,"137 Grand St NE
Live Oak, FL 32064",Florida,Hamilton,30.3112,-82.9733,2
Heart of Texas Pregnancy Resource Center,"6448 US 290 E, Ste B-110
Austin, TX 78723",Texas,Travis,30.3232,-97.6952,2
"The Nest, A Women's Center","8264 Old Plank Rd
Jacksonville, FL 32220",Florida,Duval,30.3291,-81.7878,2
Gabriel Project Life Center,"1625 Rutherford Ln 
Austin, TX 78754",Texas,Travis,30.3345,-97.681,2
Emergency Pregnancy Services,"6903 Merrill Rd
Jacksonville, FL 32277",Florida,Duval,30.3522,-81.5834,2
PROMISS Pregnancy Care Centers,"3001 Ladnier Rd
Gautier, MS 39553",Mississippi,Jackson,30.3837,-88.6475,2
Pregnancy Resource Center of Navarre,"7552 Navarre Pkwy, Ste 6
Navarre, FL 32566",Florida,Santa Rosa,30.4026,-86.9061,2
Fort Walton Beach Center For Women,"117 Robinwood Dr SW
Fort Walton Beach, FL 32549",Florida,Okaloosa,30.4068,-86.6179,2
Women's Resource Center,"9155 Lorraine Rd
Gulfport, MS 39503",Mississippi,Harrison,30.4189,-89.0306,2
Pregnancy Help and Information (PHI) Center,"1710 S Gadsden St
Tallahassee, FL 32301",Florida,Leon,30.4258,-84.2786,2
North Florida Women's Health,1345 Cross Creek Way,Florida,Leon,30.4324,-84.2363,4
Safe Harbor Pregnancy Medical Center,"2280 N 9th Ave
Pensacola, FL 32503",Florida,Orange,30.437,-87.2098,2
A Women's Pregnancy Center,"919 W Pensacola St
Tallahassee, FL 32304",Florida,Leon,30.4385,-84.2989,2
Pflugerville Pregnancy Resource Center,"101 N 3rd St
Pflugerville, TX 78660",Texas,Travis,30.4408,-97.6223,2
Women's New Life Clinic,"760 Colonial Dr
Baton Rouge, LA 70806",Louisiana,East Baton Rouge,30.4434,-91.1001,2
Delta Clinic of Baton Rouge***,756 Colonial Dr,Louisiana,East Baton Rouge,30.4441,-91.0998,3
Pregnancy Problem Center,"3005 Florida St
Baton Rouge, LA 70802",Louisiana,East Baton Rouge,30.4505,-91.1579,2
Women's Clinic,"2410 Mahan Dr, Ste 1
Tallahassee, FL 32308",Florida,Leon,30.4567,-84.2386,2
Northlake Crisis Pregnancy Center,"19348 N 4th St
Covington, LA 70433",Louisiana,St Tammany,30.4693,-90.084,2
A Choice Care Pregnancy Clinic,"3813 N Flannery Rd
Baton Rouge, LA 70814",Louisiana,East Baton Rouge,30.486,-91.0349,2
American Family Planning of Penascola,6115 Village Oaks Dr,Florida,Escambia,30.4891,-87.227,4
First Coast Women's Services,"404 Owens Rd
Jacksonville, FL 32218",Florida,Duval,30.4906,-81.6346,2
Alpha Center,"6004 Pernella Rd
Pensacola, FL 32504",Florida,Escambia,30.495,-87.1673,1
Trotter House,"1150 S Bell Blvd, Bldg 3
Cedar Park, TX 78613",Texas,Williamson,30.497,-97.812,2
Restoration House Pregnancy Resource Center,"101 S Spruce St
Hammond, LA 70403",Louisiana,Tangipahoa,30.5025,-90.4653,2
Agape Pregnancy Resource Center,"104 E Main St
Round Rock, TX 78664",Texas,Williamson,30.5089,-97.6785,2
The Women's Help Center,"7515 Scenic Hwy
Baton Rouge, LA 70807",Louisiana,East Baton Rouge,30.5165,-91.177,2
Opelousas Pregnancy Center,"414 S Main St
Opelousas, LA 70570",Louisiana,St. Landry,30.5305,-92.0825,2
Sav-A- Life Pregnancy Support Services,"1101 Goodyear Blvd
Picayune, MS 39466",Mississippi,Pearl River,30.5315,-89.6907,2
Women’s Care Medical Center,"18555 Carolina St Robertsdale, AL 36567",Alabama,Baldwin,30.5495,-87.7075,2
Highland Lakes Pregnancy Resource Center,"1016 Broadway St
Marble Falls, TX 78654",Texas,Burnet,30.5774,-98.2763,2
Abella Women's Center,"21 N Love St
Quincy, FL 32351",Florida,Gadsen,30.589,-84.5727,2
Hope Pregnancy Center,"205 Brentwood Dr
College Station, TX 77840",Texas,Brazos,30.6109,-96.3103,2
Pregnancy Help Center of Williamson County,"508 FM 1460
Georgetown, TX 78626",Texas,Williamson,30.6224,-97.6794,2
The Pregnancy Center of Gadsden County,"106 NE 1st St
Havana, FL 32333",Florida,Gadsden,30.6245,-84.4135,2
Life Options Clinic,"5775 Berryhill Rd
Milton, FL 32570",Florida,Santa Rosa,30.637,-87.0778,2
"The Nest, A Women's Center","850966 US HWY 17
Yulee, FL 32097",Florida,Nassau,30.6386,-81.6084,2
Place of Hope Pregnancy Resource Center,"231 E Cameron Ave
Rockdale, TX 76567",Texas,Milam,30.6567,-96.9999,2
Highland Lakes Pregnancy Resource Center,"106 Cottonwood Dr, Unit C
Kingsland, TX 78639",Texas,Llano,30.6568,-98.4473,2
Gabriel Project Life Center,"1410 Cavitt Ave
Bryan, TX 77801",Texas,Brazos,30.6573,-96.3693,2
Women's Health Center,"30505 Spanish Ln 
Spanish Fort, AL 36527",Alabama,Baldwin,30.6697,-87.8917,2
Women's Resource Center,"718 Downtowner Loop W Mobile, AL 36609",Alabama,Mobile,30.6744,-88.1449,2
Planned Parenthood- Moblie Health Center***,717 Downtowner Loop W,Alabama,Mobile,30.6745,-88.1441,3
2B Options for Women,"188 S Florida St Mobile, AL 36606",Alabama,Mobile,30.6812,-88.102,1
G.R.A.C.E Pregnancy Outreach,"1300 N Washington Livingston, TX 77351",Texas,Polk,30.7187,-94.9327,2
Care Center Huntsville,"1215 15th St
Huntsville, TX 77340",Texas,Walker,30.7187,-95.5521,2
Women's Life Ministries,"109 E Mulberry St Amite City, LA 70422",Louisiana,Tangipahoa,30.7282,-90.5078,2
Crestview Pregnancy Center Inc,"898 N Pearl St 
Crestview, FL 32536",Florida,Okaloosa,30.7637,-86.5733,1
Pregnancy Center of Marianna,"4540H Lafayette St
Marianna, FL 32446",Florida,Jackson,30.7734,-85.2169,2
Skylark,"1891 Hwy 40 E, Ste 1107
Kingsland, GA 31548",Georgia,Camden,30.7811,-81.631,2
Holmes County Pregnancy and Family Center,"402 E North Ave
Bonifay, FL 32425",Florida,Holmes,30.8022,-85.675,2
Women’s Resource Center,"1088 Industrial Pkwy Ste 3 Saraland, AL 36571",Alabama,Mobile,30.8028,-88.0976,2
First Option Care,"320 N Crawford St
Thomasville, GA 31792",Georgia,Thomas,30.8411,-83.981,1
Birthright of Valdosta,"1205 Baytree Rd, Ste 4
Valdosta, GA 31602",Georgia,Lowndes,30.8464,-83.3056,2
Community Pregnancy Center,"422 McMahon St
Deridder, LA 70634",Louisiana,"Beauregard, Vernon",30.8511,-93.2895,2
Options Now,"214 W Park Ave
Valdosta, GA 31602",Georgia,Lowndes,30.857,-83.2924,2
First Option Care,"930 4th St SE
Cairo, GA 39828",Georgia,Grady,30.8654,-84.2012,2
East Texas Pregnancy Help Center,"157 W Milam St
Jasper, TX 75951",Texas,Jasper,30.9227,-94.0016,2
Women's Resource Center of Escambia County,"204 S Pensacola Ave Atmore, AL 36502",Alabama,Escambia,31.0222,-87.4928,2
Alpha Pregnancy Center,"721 W 3rd St
Donalsonville, GA 39845",Georgia,Seminole,31.0465,-84.8925,2
"Hope Pregnancy Centers, Inc. ","2010 W Ave H
Temple, TX 76504",Texas,Bell,31.0949,-97.3652,2
Hope Pregnancy Center,"1211 Florence Rd
Killeen, TX 76541",Texas,Bell,31.1072,-97.7374,2
Cenla Pregnancy Center,"115 Ferdinand St, Ste 3
Marksville, LA 71351",Louisiana,Avoyelles,31.1186,-92.0658,2
Hope Pregnancy Center,"601 S Main St
Copperas Cove, TX 76522",Texas,Coryell,31.1196,-97.9036,2
Pregnancy Care Center,"200 W 4th St Brady, TX 76825",Texas,McCulloch,31.132,-99.3365,2
New Life Crisis Pregnancy Center,"302 W Courthouse St
Leesville, LA 71446",Louisiana,Vernon,31.1428,-93.2669,1
Hope House Pregnancy Care Center,"716 5th Ave SE
Moultrie, GA 31768",Georgia,Colquitt,31.1743,-83.7798,2
Skylark,"3548 Community Rd
Brunswick, GA 31520",Georgia,Glynn,31.1953,-81.4877,2
Central Texas Pregnancy Care Center,"208 W Wallace St
San Saba, TX 76877",Texas,San Saba,31.196,-98.7226,2
Hope-Wiregrass Hope Group,"171 Westgate Pkwy Dothan, AL 36303",Alabama,Dale,31.2306,-85.435,2
CPC of Southwest Mississippi,"647 Delaware Ave
McComb, MS 39649",Mississippi,Pike,31.2463,-90.4593,1
Cenla Pregnancy Center,"1254 MacArthur Dr
Alexandria, LA 71303",Louisiana,Rapides,31.2871,-92.4759,2
Sav-A-Life Family Hope Center of Covington County,"116 Crescent St Andalusia, AL 36420",Alabama,Covington,31.3092,-86.4836,2
Birthright of Hattiesburg,"902 Dabbs St
Hattiesburg, MS 39401",Mississippi,Forrest,31.3141,-89.2929,1
Wiregrass Emergency Pregnancy Service Inc,"557 Glover Ave, Ste 6 Enterprise, AL 36330",Alabama,Coffee,31.321,-85.8413,2
Hope Clinic,"216 S 27th Ave
Hattiesburg, MS 39401",Mississippi,Lamar,31.3216,-89.3299,2
Pregnancy Help Center of Lufkin,"401 Gaslight Blvd
Lufkin, TX 75904",Texas,Angelina,31.3297,-94.7512,2
Suburban Women's Clinic (NW Houston),17070 Red Oak Dr.,Texas,Harris,31.4086,-95.5793,3
"Save-A-Life Dale County Pregnancy Center, Inc.","1889 Andrews Ave Ozark, AL 36360",Alabama,Dale,31.4428,-85.6635,1
Central Texas Pregnancy Care Center,"1005 Hutchins St Goldthwaite, TX 76844",Texas,Mills,31.4489,-98.5724,2
"Pregnancy Help Center of Concho Valley, Inc.","2525 Sherwood Way
San Angelo, TX 76901",Texas,Tom Green,31.45,-100.47,2
First Choice Medical Center,"209 E 4th St
Tifton, GA 31794",Georgia,Tift,31.4561,-83.5075,2
Care Net Pregnancy Center of Central Texas,"7110 Sanger Ave Waco, TX 76712",Texas,Mclennan,31.5181,-97.2029,2
Alpha Pregnancy Center,"408 N Livingston St
Sylvester, GA 31791",Georgia,Worth,31.5317,-83.8412,2
Center for Pregnancy Choices,"288 Arm Rd
Silver Creek, MS 39663",Mississippi,Lawrence,31.5467,-90.0588,1
Care Net Pregnancy Center of Cochise County,"1197 E Fry Blvd Sierra Vista, AZ 85635",Arizona,Cochise,31.5551,-110.286,2
Alpha Women's Resource Center,"6479 Hwy 43 N Jackson, AL 36545",Alabama,Clarke,31.5769,-87.8821,2
Alpha Pregnancy Center,"2129 Whispering Pines Rd Albany, GA 31707",Georgia,Dougherty,31.606,-84.197,2
Skylark,"212 S 1st St, Ste 6
Jesup, GA 31545",Georgia,Wayne,31.6061,-81.887,2
Heartbeat Pregnancy Center,"621 Russell Blvd
Nacogdoches, TX 75965",Texas,Nacogdoches,31.655,-94.6511,2
Choices Clinic of Laurel,"115 S Magnolia St
Laurel, MS 39440",Mississippi,Jones,31.689,-89.1325,2
Choices Clinic,"724 S College
Hamilton, TX 76531",Texas,Hamilton,31.6972,-98.1277,2
Central Texas Pregnancy Care Center,"2200 Austin Ave
Brownwood, TX 76801",Texas,Brown,31.7015,-98.9706,2
Center for Hope Mexia,"260 LCR 235
Mexia, TX 76667",Texas,Limestone,31.7455,-96.5053,2
Women's Resource Center Pregnancy Help Medical Clinic,"107 North St
Natchitoches, LA 71457",Louisiana,Natchitoches,31.7545,-93.0973,2
Living Alternatives of Palestine,"101 W Crawford St
Palestine, TX 75801",Texas,Anderson,31.7633,-95.6316,2
Reproductive Systems,1511 E Missouri Ave,Texas,El Paso,31.7702,-106.4768,3
Hilltop Women's Reproductive Clinic,500 E Schuster Ave,Texas,El Paso,31.7714,-106.494,3
Guiding Star El Paso,"1411 Montana Ave
El Paso, TX 79902",Texas,El Paso,31.7723,-106.479,2
Alpha Pregnancy Center,"319 E Lee St
Dawson, GA 39842",Georgia,Terrell,31.7734,-84.4444,2
Pregnancy & Fatherhood Solutions,"3565 N Lee Trevino
El Paso, TX 79936",Texas,El Paso,31.7979,-106.323,2
Women's Life Center,"523 S Three Notch St Troy, AL 36081",Alabama,Troy,31.7998,-85.9747,2
Westside Pregnancy Center,"210 E Sunset Rd
El Paso, TX 79922",Texas,Dona Ana,31.8363,-106.574,1
Hilltop Reproductive Women's Clinic***,5290 McNutt Road,New Mexico,Do�a Ana,31.8489,-106.626,4
The Life Center,"802 N Washington Ave
Odessa, TX 79761",Texas,Ector,31.8493,-102.376,2
Pregnancy & Fatherhood Solutions,"9101 Dyer, Ste 102
El Paso, TX 79924",Texas,El Paso,31.8703,-106.428,2
Pregnancy Resource Center,"604 S Eufaula Ave Eufaula, AL 36027",Alabama,Barbour,31.8859,-85.1455,1
Birthright of Odessa,"2125 E 42nd St
Odessa, TX 79762",Texas,Ector,31.8904,-102.354,2
Living Alternatives ,"805-A S Jackson
Jacksonville, TX 75766",Texas,Cherokee,31.9574,-95.2673,2
The Life Center,"2101 W Wall St
Midland, TX 79701",Texas,Midland,31.9935,-102.097,2
Coastal Pregnancy Center,"4700 Skidaway Rd Savannah, GA 31404",Georgia,Chatham,32.0246,-81.0717,1
Thrive,"5302 Frederick St, Ste 107
Savannah, GA 31405",Georgia,Chatham,32.0268,-81.0958,2
Savannah Care Center,"105 E 34th St
Savannah, GA 31401",Georgia,Chatham,32.059,-81.0978,2
Savannah Medical Clinic***,120 W 34th St,Georgia,Chatham,32.0601,-81.1006,4
Hope Center,"137 Thomas Dr
Americus, GA 31709",Georgia,Sumter,32.0623,-84.2032,1
Hope Center,"1115 W 2nd Ave
Corsicana, TX 75110",Texas,Navarro,32.0918,-96.4764,2
Answers for Life Southside Center,"433 W Lerdo Rd Tuscon, AZ 85756",Arizona,Pima,32.1317,-110.976,2
Choices Clinic ,"775 S Harbin Dr
Stephenville, TX 76401",Texas,Erath,32.206,-98.2152,2
First Choice Georgia Pregnancy Clinic,"1804 Seminole Dr
Vidalia, GA 30474",Georgia,Toombs,32.2082,-82.3896,2
Fatima Women's Center,"200 S Statford Dr Tucson, AZ 85716",Arizona,Pima,32.2203,-110.934,2
Teen Outreach Pregnancy Services,"2030 E Broadway Blvd, #115 Tucson, AZ 85719",Arizona,Pima,32.2211,-110.941,1
Pregnancy Center & Clinic of the Low Country,"1 Cardinal Rd, Stes 1 & 2
Hilton Head, SC 29926",South Carolina,Beaufort,32.2221,-80.7043,2
Answers for Life Pregnancy Center,"627 N Swan Rd Tucson, AZ 85711",Arizona,Pima,32.2297,-110.893,2
Pregnancy Center & Clinic of the Low Country,"19 Moss Creek Village
Hilton Head Island, SC 29926",South Carolina,Beaufort,32.2366,-80.8053,2
The Life Center,"1801 S Main St
Big Spring, TX 79720",Texas,Howard,32.2375,-101.47,2
New Life Pregnancy Center,"1779 N Alvernon Way Tucson, AZ 85712",Arizona,Pima,32.2446,-110.91,2
Planned Parenthood- Tuscon Women's Center***,5240 E Knight Drive,Arizona,Pima,32.248,-110.8814,3
Hands of Hope: Tucson,"5240 E Knight Dr, Ste 122 Tucson, AZ 85712",Arizona,Pima,32.2486,-110.881,2
Reachout Women's Center,"2648 N Campbell Ave Tucson, AZ 85719",Arizona,Pima,32.255,-110.944,2
Pregnancy Care Center of Rincon,"594 S Columbia Ave, Ste 500
Rincon, GA 31326",Georgia,Effingham,32.268,-81.2234,2
Turning Point of Las Cruces,"3201 S Main St, Ste C
Las Cruces, NM 88005",New Mexico,Doña Ana,32.2767,-106.767,2
Care Net Pregnancy Center of Las Cruces,"605 S Solano Dr
Las Cruces, NM 88001",New Mexico,Doña Ana,32.3077,-106.765,2
Center for Pregnancy Choices,"2800B N State St
Jackson, MS 39206",Mississippi,Fondren,32.3338,-90.1762,2
Jackson Women's Health Organzation**,2903 North State Street,Mississippi,Hinds,32.3346,-90.1768,3
Answers for Life Northwest Center,"4165 W Ina Rd, Ste 103 Tuscon, AZ 85741",Arizona,Pima,32.3364,-111.054,2
The Life Center,"1412 NE Mustang Dr Andrews, TX 79714",Texas,Andrews,32.3366,-102.543,2
Cleburne Pregnancy Center,"100 S Main St
Cleburne, TX 76033",Texas,Tarrant,32.3466,-97.3867,2
Center for Pregnancy Choices,"1401 Adams St
Vicksburg, MS 39180",Mississippi,Warren,32.3483,-90.8774,2
Center of Hope,"520 Airport Rd
Forest, MS 39074",Mississippi,Scott,32.3546,-89.485,2
Center for Pregnancy Choices,"2401 9th St
Meridian, MS 39301",Mississippi,Lauderdale,32.3658,-88.7028,2
Reproductive Health Services of Montgomery**,811 South Perry Street,Alabama,Montgomery,32.3662,-86.3069,3
Axia Center,"1003 S Baxter Ave
Tyler, TX75701",Texas,Smith,32.3672,-95.3386,2
First Choice Women’s Medical Center,"380 Mendel Pkwy E Montgomery, AL 36117",Alabama,Montgomery,32.378,-86.2025,2
The Open Door,"1906 Hwy 206
Cisco, TX 76437",Texas,Eland,32.3794,-99.0007,2
Radiance Women's Center,"21 Marshellen Dr
Beaufort, SC 29902",South Carolina,Beaufort,32.3799,-80.7234,2
COPE Pregnancy Center,"2158 Madison Ave Montgomery, AL 36107",Alabama,Montgomery,32.3802,-86.2763,2
FirstLook Clinic,"1204 Ferris Ave, Ste E
Waxahachie, TX 75165",Texas,Ellis,32.3994,-96.843,2
Birthright of Jackson,"855 S Pear Orchard, Ste 203
Ridgeland, MS 39157",Mississippi,Madison,32.4014,-90.1242,1
