State,County,Poverty Estimate,Poverty Percent,No Service,Few Services,Restricted Services,Full Service,Population
Georgia,Peach,5114,19.2,0,0,0,0,27502
Georgia,Pickens,3423,10.5,0,0,0,0,32002
Georgia,Pierce,3196,16.5,0,0,0,0,19336
Georgia,Pike,1902,10.1,0,0,0,0,18565
Georgia,Polk,6912,16.3,0,0,0,0,42251
Georgia,Pulaski,2027,20.4,0,0,0,0,11185
Georgia,Putnam,3648,16.3,0,0,0,0,21906
Georgia,Quitman,523,23.1,0,0,0,0,2290
Georgia,Rabun,2341,13.8,0,0,0,0,16859
Georgia,Randolph,1749,27.4,0,0,0,0,6888
Georgia,Richmond,48382,25.5,0,0,0,0,202178
Georgia,Rockdale,11464,12.7,0,0,0,0,90155
Georgia,Schley,779,15.0,0,0,0,0,5215
Georgia,Screven,2793,20.7,0,0,0,0,13977
Georgia,Seminole,1832,22.9,0,0,0,0,8218
Georgia,Spalding,11835,17.9,0,0,0,0,66043
Georgia,Stephens,4297,16.9,0,0,0,0,25934
Georgia,Stewart,1561,31.3,0,0,0,0,6446
Georgia,Sumter,6726,24.3,0,0,0,0,29714
Georgia,Talbot,1274,20.8,0,0,0,0,6245
Georgia,Taliaferro,362,23.2,0,0,0,0,1596
Georgia,Tattnall,4330,20.7,0,0,0,0,25392
Georgia,Taylor,1831,23.2,0,0,0,0,8126
Georgia,Telfair,3774,29.9,0,0,0,0,15871
Georgia,Terrell,2287,27.8,0,0,0,0,8654
Georgia,Thomas,7072,16.2,0,0,0,0,44545
Georgia,Tift,7999,20.5,0,0,0,0,40590
Georgia,Toombs,5919,22.2,0,0,0,0,26947
Georgia,Towns,1455,13.2,0,0,0,0,11815
Georgia,Treutlen,1501,23.4,0,0,0,0,6787
Georgia,Troup,11136,16.4,0,0,0,0,70095
Georgia,Turner,1667,22.2,0,0,0,0,7920
Georgia,Twiggs,1593,20.0,0,0,0,0,8195
Georgia,Union,3219,12.9,0,0,0,0,23999
Georgia,Upson,3969,15.2,0,0,0,0,26329
Georgia,Walker,9650,14.1,0,0,0,0,69398
Georgia,Walton,10898,11.4,0,0,0,0,93284
Georgia,Ware,8660,26.0,0,0,0,0,35745
Georgia,Warren,1204,23.4,0,0,0,0,5259
Georgia,Washington,3887,21.3,0,0,0,0,20316
Georgia,Wayne,5497,19.7,0,0,0,0,29959
Georgia,Webster,482,18.6,0,0,0,0,2587
Georgia,Wheeler,1864,35.6,0,0,0,0,7897
Georgia,White,3778,12.5,0,0,0,0,29962
Georgia,Whitfield,13347,13.0,0,0,0,0,104122
Georgia,Wilcox,1851,27.9,0,0,0,0,8701
Georgia,Wilkes,1919,20.2,0,0,0,0,9797
Georgia,Wilkinson,1732,20.1,0,0,0,0,8945
Georgia,Worth,3590,18.2,0,0,0,0,20346
Hawaii,Hawaii,24301,12.2,0,1,0,0,201350
Hawaii,Honolulu,74186,8.0,0,3,0,1,979682
Hawaii,Kalawao,9,10.0,0,0,0,0,436
Hawaii,Kauai,7005,9.9,0,0,0,0,71949
Hawaii,Maui,15690,9.5,0,2,0,1,166657
Idaho,Ada,37356,7.7,1,1,0,2,469473
Idaho,Adams,606,13.7,0,0,0,0,4200
Idaho,Bannock,10592,12.2,1,0,0,0,86742
Idaho,BearLake,579,9.5,0,0,0,0,6054
Idaho,Benewah,1167,12.5,0,0,0,0,9231
Idaho,Bingham,5207,11.1,0,0,0,0,46246
Idaho,Blaine,1603,6.9,0,0,0,0,22729
Idaho,Boise,919,11.5,0,0,0,0,7625
Idaho,Bonner,5859,12.6,0,1,0,0,44688
Idaho,Bonneville,11709,9.7,1,0,0,0,116970
Idaho,Boundary,1758,14.0,0,1,0,0,12156
Idaho,Butte,373,14.2,0,0,0,0,2603
Idaho,Camas,94,8.3,0,0,0,0,1069
Idaho,Canyon,24648,10.6,0,2,0,0,223890
Idaho,Caribou,556,7.9,0,0,0,0,7028
Idaho,Cassia,2425,10.1,0,0,0,0,23847
Idaho,Clark,99,11.6,0,0,0,0,885
Idaho,Clearwater,1129,14.0,0,0,0,0,8735
Idaho,Custer,538,12.7,0,0,0,0,4193
Idaho,Elmore,3132,11.7,0,0,0,0,27043
Idaho,Franklin,1078,7.7,0,0,0,0,13736
Idaho,Fremont,1600,12.6,0,0,0,0,13111
Idaho,Gem,2036,11.0,0,0,0,0,17771
Idaho,Gooding,1747,11.2,0,0,0,0,15280
Idaho,Idaho,2138,13.1,1,0,0,0,16511
Idaho,Jefferson,2586,8.5,0,0,0,0,29238
Idaho,Jerome,2990,12.3,0,0,0,0,24074
Idaho,Kootenai,14595,8.6,2,1,0,0,161676
Idaho,Latah,5840,15.3,0,1,0,0,40052
Idaho,Lemhi,1222,15.3,1,0,0,0,7929
Idaho,Lewis,492,12.9,1,0,0,0,3850
Idaho,Lincoln,602,11.4,0,0,0,0,5342
Idaho,Madison,5659,14.3,0,0,0,0,39725
Idaho,Minidoka,2940,14.0,0,0,0,0,20817
Idaho,Nez Perce,4597,11.6,0,2,0,0,40468
Idaho,Oneida,431,9.7,0,0,0,0,4429
Idaho,Owyhee,1630,13.6,0,0,0,0,11724
Idaho,Payette,2824,11.5,0,0,0,0,23705
Idaho,Power,942,12.4,0,0,0,0,7635
Idaho,Shoshone,1832,14.4,1,0,0,0,12700
Idaho,Teton,921,7.4,0,0,0,0,11776
Idaho,Twin Falls,9684,11.1,0,1,0,1,86198
Idaho,Valley,1013,8.7,0,0,0,0,11085
Idaho,Washington,1448,14.2,0,0,0,0,10128
Illinois,Adams,6735,10.7,1,1,0,0,65670
Illinois,Alexander,1312,24.2,0,0,0,0,6011
Illinois,Bond,1586,10.8,1,0,0,0,16520
Illinois,Boone,3559,6.8,0,0,0,0,53293
Illinois,Brown,757,16.7,0,0,0,0,6599
Illinois,Bureau,3191,10.0,0,0,0,0,32878
Illinois,Calhoun,418,9.2,0,0,0,0,4782
Illinois,Carroll,1463,10.5,0,0,0,0,14398
Illinois,Cass,1425,12.2,0,0,0,0,12324
Illinois,Champaign,29150,15.1,1,1,0,2,210006
Illinois,Christian,3003,9.9,1,0,0,0,32705
Illinois,Clark,1563,10.4,1,0,0,0,15602
Illinois,Clay,1712,13.3,1,0,0,0,13217
Illinois,Clinton,2501,7.1,0,0,0,0,37549
Illinois,Coles,8284,17.5,1,1,0,0,51065
Illinois,Cook,646192,12.9,0,16,0,13,5169517
Illinois,Crawford,1876,11.0,0,0,0,0,18833
Illinois,Cumberland,931,8.9,0,0,0,0,10787
Illinois,DeWitt,1489,9.9,0,0,0,0,15764
Illinois,DeKalb,10691,10.8,0,1,0,0,104588
Illinois,Douglas,1576,8.2,0,0,0,0,19551
Illinois,DuPage,53259,5.9,0,7,0,3,926005
Illinois,Edgar,1933,11.7,1,0,0,0,17272
Illinois,Edwards,676,10.7,0,0,0,0,6431
Illinois,Effingham,3128,9.3,0,1,0,0,34151
Illinois,Fayette,2884,14.7,0,1,0,0,21418
Illinois,Ford,1180,9.5,0,0,0,0,13155
Illinois,Franklin,5795,15.5,0,0,0,0,38688
Illinois,Fulton,4091,13.2,0,1,0,0,34654
Illinois,Gallatin,743,15.6,0,0,0,0,4983
Illinois,Greene,1641,13.3,0,0,0,0,12988
Illinois,Grundy,3009,5.9,0,1,0,0,50798
Illinois,Hamilton,1040,13.0,0,0,0,0,8151
Illinois,Hancock,1918,11.2,1,0,0,0,17820
Illinois,Hardin,684,18.0,0,0,0,0,3890
Illinois,Henderson,687,10.6,0,0,0,0,6737
Illinois,Henry,4583,9.6,0,0,0,0,49032
Illinois,Iroquois,2923,11.2,0,0,0,0,27437
Illinois,Jackson,9154,17.2,0,2,0,0,57517
Illinois,Jasper,898,9.6,0,0,0,0,9547
Illinois,Jefferson,4369,12.5,0,0,0,0,37774
Illinois,Jersey,1775,8.5,0,0,0,0,21776
Illinois,Jo Daviess,1906,9.1,0,0,0,0,21429
Illinois,Johnson,1645,14.9,0,0,0,0,12391
Illinois,Kane,38218,7.3,0,3,0,1,531756
Illinois,Kankakee,14004,13.6,1,1,0,0,109924
Illinois,Kendall,5078,3.9,0,0,0,0,127583
Illinois,Knox,6027,13.4,1,0,0,0,50052
Illinois,LaSalle,11840,11.4,0,1,0,0,108998
Illinois,Lake,46919,7.0,1,5,0,0,699682
Illinois,Lawrence,2147,16.5,0,0,0,0,15830
Illinois,Lee,3247,10.6,0,0,0,0,34204
Illinois,Livingston,3274,9.9,0,1,0,0,35757
Illinois,Logan,2812,11.6,1,0,0,0,28818
Illinois,Macon,12674,12.8,0,1,0,1,104688
Illinois,Macoupin,4707,10.8,0,0,0,0,45243
Illinois,Madison,28469,11.0,0,4,0,1,264403
Illinois,Marion,5125,14.2,0,2,0,0,37524
Illinois,Marshall,1025,9.3,0,0,0,0,11562
Illinois,Mason,1728,13.4,0,0,0,0,13486
Illinois,Massac,1978,14.8,1,0,0,0,14041
Illinois,McDonough,4363,16.8,1,0,0,0,30107
Illinois,McHenry,18998,6.3,0,2,0,0,307291
Illinois,McLean,17168,10.7,1,1,0,0,172164
Illinois,Menard,937,7.9,0,0,0,0,12261
Illinois,Mercer,1317,8.8,0,0,0,0,15503
Illinois,Monroe,1400,4.1,0,1,0,0,34444
Illinois,Montgomery,3436,13.5,1,0,0,0,28598
Illinois,Morgan,3755,12.4,0,1,0,0,34012
Illinois,Moultrie,1265,9.1,0,0,0,0,14557
Illinois,Ogle,4132,8.3,0,0,0,0,50793
Illinois,Peoria,24583,14.2,0,2,0,1,181111
Illinois,Perry,2732,15.1,0,0,0,0,21092
Illinois,Piatt,1034,6.4,0,0,0,0,16412
Illinois,Pike,1983,13.5,0,0,0,0,15571
Illinois,Pope,630,15.6,0,0,0,0,4177
Illinois,Pulaski,1056,20.4,0,0,0,0,5414
Illinois,Putnam,413,7.3,0,0,0,0,5720
Illinois,Randolph,3251,12.0,1,1,0,0,31973
Illinois,Richland,1794,11.9,1,0,0,0,15677
Illinois,RockIsland,18365,13.5,0,1,0,0,142801
Illinois,Saline,3414,15.3,0,0,0,0,23735
Illinois,Sangamon,24310,12.8,1,0,0,1,195963
Illinois,Schuyler,778,11.7,0,1,0,0,6897
Illinois,Scott,525,10.8,0,0,0,0,4982
Illinois,Shelby,1879,8.9,1,0,0,0,21623
Illinois,St.Clair,35007,13.8,0,0,0,1,261186
Illinois,Stark,558,10.8,0,0,0,0,5393
Illinois,Stephenson,4794,11.2,0,1,0,0,44683
Illinois,Tazewell,9695,7.6,0,1,0,0,132524
Illinois,Union,2282,14.0,0,0,0,0,16829
Illinois,Vermilion,13397,18.6,0,1,0,0,76704
Illinois,Wabash,1295,11.7,0,0,0,0,11390
Illinois,Warren,1670,10.7,0,0,0,0,16981
Illinois,Washington,1030,7.6,0,0,0,0,13967
Illinois,Wayne,2052,12.9,0,1,0,0,16309
Illinois,White,1993,15.4,0,0,0,0,13712
Illinois,Whiteside,4872,9.1,1,1,0,0,55583
Illinois,Will,48881,7.2,1,1,0,0,689704
Illinois,Williamson,8914,13.9,0,0,0,0,66929
Illinois,Winnebago,40305,14.6,0,1,0,0,283635
Illinois,Woodford,2281,6.2,0,0,0,0,38503
Indiana,Adams,4154,11.8,0,1,0,0,35544
Indiana,Allen,42833,11.4,0,6,0,0,375520
Indiana,Bartholomew,7566,9.1,0,2,0,0,83280
Indiana,Benton,924,10.7,0,0,0,0,8695
Indiana,Blackford,1555,13.4,0,1,0,0,11926
Indiana,Boone,3547,5.2,0,1,0,0,66875
Indiana,Brown,1473,9.9,0,1,0,0,15093
Indiana,Carroll,1567,7.8,1,0,0,0,20137
Indiana,Cass,3912,10.7,1,0,0,0,37727
Indiana,Clark,10131,8.6,0,0,0,0,117410
Indiana,Clay,2535,9.8,1,0,0,0,26231
Indiana,Clinton,3124,10.0,0,0,0,0,32186
Indiana,Crawford,1646,15.6,0,1,0,0,10582
Indiana,Daviess,3582,10.9,0,1,0,0,33277
Indiana,DeKalb,3779,8.8,0,0,0,0,43193
Indiana,Dearborn,3813,7.8,0,0,0,0,49612
Indiana,Decatur,2620,10.0,0,2,0,0,26587
Indiana,Delaware,20399,19.4,0,1,0,0,114461
Indiana,Dubois,2799,6.7,0,0,0,0,42534
Indiana,Elkhart,19761,9.8,0,2,0,0,205184
Indiana,Fayette,3031,13.5,0,1,0,0,23068
Indiana,Floyd,8922,11.5,0,1,0,0,77879
Indiana,Fountain,1781,10.9,0,0,0,0,16456
Indiana,Franklin,1732,7.7,1,1,0,0,22750
Indiana,Fulton,2364,12.0,0,0,0,0,20069
Indiana,Gibson,3050,9.3,0,0,0,0,33711
Indiana,Grant,10081,16.7,0,1,0,0,66055
Indiana,Greene,3569,11.2,0,1,0,0,32174
Indiana,Hamilton,14489,4.2,1,1,0,0,330455
Indiana,Hancock,4018,5.1,0,1,0,0,76614
Indiana,Harrison,3544,8.8,0,0,0,0,40164
Indiana,Hendricks,8692,5.2,0,0,0,0,166806
Indiana,Henry,4811,10.8,1,0,0,0,48158
Indiana,Howard,9390,11.5,1,1,0,0,82486
Indiana,Huntington,3187,9.1,0,0,0,0,36351
Indiana,Jackson,4489,10.3,0,1,0,0,44077
Indiana,Jasper,2697,8.3,1,1,0,0,33433
Indiana,Jay,2795,13.9,1,0,0,0,20697
Indiana,Jefferson,3798,12.7,0,1,0,0,32167
Indiana,Jennings,2941,10.8,0,1,0,0,27639
Indiana,Johnson,10537,6.7,0,1,0,0,156148
Indiana,Knox,5506,15.9,0,2,0,0,36833
Indiana,Kosciusko,6343,8.2,0,1,0,0,79156
Indiana,LaPorte,12524,12.1,0,0,0,0,110026
Indiana,Lagrange,3498,8.8,0,1,0,0,39537
Indiana,Lake,75936,15.8,1,5,0,1,485983
Indiana,Lawrence,5275,11.8,0,1,0,0,45552
Indiana,Madison,14937,12.1,1,1,0,0,129486
Indiana,Marion,135820,14.4,0,6,0,3,957337
Indiana,Marshall,4230,9.3,0,1,0,0,46336
Indiana,Martin,1108,11.2,0,0,0,0,10169
Indiana,Miami,4173,13.1,1,0,0,0,35684
Indiana,Monroe,24316,18.2,1,1,0,1,147318
Indiana,Montgomery,4015,10.8,0,0,0,0,38295
